Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
chicken-fruits-veggies,,,,,,,,50 g long (10 links),,,,,RLCFV50L,0,,deny,manual,27.99,0.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_25572ae3-c084-409e-a782-3197e251b5fd.png?v=1527477859,lb,,
chicken-fruits-veggies,,,,,,,,75 g (7 links),,,,,RLCFV75,0,,deny,manual,27.99,0.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_25572ae3-c084-409e-a782-3197e251b5fd.png?v=1527477859,lb,,
chicken-fruits-veggies,,,,,,,,100 g (6 links),,,,,RLCFV100,0,,deny,manual,27.99,0.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_25572ae3-c084-409e-a782-3197e251b5fd.png?v=1527477859,lb,,
tegu-hatchling-bundle,Tegu Hatchling Bundle - The best Tegu food on the market.,"<p>Raw whole-prey quadruple-ground and blended with organic fruits and vegetables - providing a healthy, safe, convenient first food source for your juvenile Tegu.  The naturally high calcium-to-phospherous ratio ensures your Tegu will maintain great c:p ratios allowing you to safely add variety to your Tegus diet with insects and fresh fruits and vegetables. </p>
<p>The bundle includes two 1/2 kg packs of ground whole-prey without casings (MegaBlend + Fruits and Veggies) and 1 pack of 40 8-12 g links (<span>MegaBlend + Fruits and Veggies</span>).  </p>
<p>The pack provides a total of 1.4 kg of food (3.1 pounds). The ground prey (without the casing) can be served until the Tegu has grown enough to eat the 8-12 g links.  The bundle should provide 6 months food for your hatchling.</p>
<p>If your Tegu is large enough to eat hopper mice, you can start with our tied links such as the <a href=""https://reptilinks.com/collections/cased-whole-prey-links-ground-prey/products/mega-blend-fruits-and-veggies"" title=""Megablend"">MegaBlend</a>, our most popular product!</p>
<p><span>Ingredients: Every prey type, in one! Guinea fowl, Chicken, Quail (includes whole bird and some feathers), Ohio raised New Zealand white or California white breed rabbit, and frog. Organic green beans, collard greens, dandelion greens, endive, blueberries, blackberries, and raspberries, 100% natural collagen casing.</span></p>
<p> </p>",vendor-unknown,,"Omnivore, spo-disabled",TRUE,Title,Default Title,,,,,RLTEGU,0,,deny,manual,79.99,0.00,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/6e73de5c2af30849d81cd471418f5d0b.jpg?v=1527477882,1,Tegu Hatchling Bundle - The best Tegu food on the market. - Reptilinks,FALSE,,"Raw whole-prey quadruple-ground and blended with organic fruits and vegetables - providing a healthy, safe, convenient first food source for your juvenile.&nbsp;&nbsp;The naturally high calcium-to-phospherous ratio ensures your Tegu will maintain great c:p ratios allowing you to safely add variety to your Tegus diet with insects and fresh fruits and vegetables.&nbsp;The bundle includes two 1/2 kg packs of ground whole-prey without casings (2 rabbit/chicken/fruits/veggies) and 1 pack of 50 8-12 g links (includes 50 chicken/rabbit/fruits/veggies links). &nbsp;The pack provides a total of 1.5 kg of food (3.3 pounds). The ground prey (without the casing) can be served until the Tegu has grown enough to eat the 8-12 g links. &nbsp;",,,,,,,,,,,,,,,lb,,
reptilinks-gift-card,Reptilinks Gift Card,<p>Please select the gift card amount. The gift card will be emailed to the buyer and can be redeemed in our online store with no expiration date. </p>,vendor-unknown,,spo-disabled,TRUE,Title,Default Title,,,,,RLGC25,0,,deny,manual,25.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/719c624535fc78013bb28f78ae2af5b6.jpg?v=1527477880,1,Reptilinks Gift Card - Reptilinks,FALSE,,,,,,,,,,,,,,,,,lb,,
reptilinks-american-apparel-t-shirt,Reptilinks American Apparel T-Shirt,"<p><strong>2001 American Apparel Unisex Fine Jersey Short-Sleeve T-Shirt</strong></p>
<ul>
<li>4.3 oz., 100% ringspun combed cotton fine jersey</li>
<li>superior screenprinting results</li>
<li>durable rib neckband</li>
<li>tubular</li>
<li>Heather Grey is 90/10; Heather Grey Stripe is 95/5</li>
</ul>",vendor-unknown,,spo-disabled,FALSE,Size,Medium,,,,,RLTSHIRT-M,0,shopify,deny,manual,25.00,25.00,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/cf90715c60df3255b46f93e6221fa745.jpg?v=1527477879,1,Reptilinks American Apparel T-Shirt - Reptilinks,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/cf90715c60df3255b46f93e6221fa745.jpg?v=1527477879,lb,,
reptilinks-american-apparel-t-shirt,,,,,,,,Large,,,,,RLTSHIRT-L,0,shopify,deny,manual,25.00,25.00,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/3f6b1176674a0b00f83761f16f430917.jpg?v=1527477879,2,Reptilinks American Apparel T-Shirt - Reptilinks,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/cf90715c60df3255b46f93e6221fa745.jpg?v=1527477879,lb,,
reptilinks-american-apparel-t-shirt,,,,,,,,XL,,,,,RLTSHIRT-XL,0,shopify,deny,manual,25.00,25.00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/cf90715c60df3255b46f93e6221fa745.jpg?v=1527477879,lb,,
reptilinks-american-apparel-t-shirt,,,,,,,,XXL,,,,,RLTSHIRT-XXL,0,shopify,deny,manual,25.00,25.00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/cf90715c60df3255b46f93e6221fa745.jpg?v=1527477879,lb,,
reptilinks-hoodie,Reptilinks Hoodie,"<p>This hoodie is a mock-up of the real-deal, printed on high quality American Apparel brand 50/50.</p>
<p><strong>F497 American Apparel Unisex Flex Fleece Zip Hoodie</strong></p>
<ul>
<li>Flex Fleece (50% Polyester / 50% Cotton Fleece) construction</li>
<li>Medium is approximately 23 3/4 (60.32cm) in total length</li>
<li>Metal zipper</li>
<li>Hooded with White finished Polyester drawcord</li>
<li>Kangaroo pocket</li>
<li>True to size</li>
</ul>
<p> </p>",vendor-unknown,Apparel,spo-disabled,FALSE,Size,XS,,,,,RLHOODIE-XS,0,shopify,deny,manual,35.00,40.00,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/6534a5fb587088a0fbbd28bac56e05fe.jpg?v=1527477881,1,Reptilinks Hoodie - Reptilinks,FALSE,,Bella + Canvas Unisex Poly-Cotton Fleece Full-Zip Hoodie. &nbsp;,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/6534a5fb587088a0fbbd28bac56e05fe.jpg?v=1527477881,lb,,
reptilinks-hoodie,,,,,,,,Small,,,,,RLHOODIE-S,0,shopify,deny,manual,35.00,40.00,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/c71c8cbcb3b911491ad0eefd9a6dcfb9.png?v=1527477881,2,Reptilinks Hoodie - Reptilinks,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/6534a5fb587088a0fbbd28bac56e05fe.jpg?v=1527477881,lb,,
reptilinks-hoodie,,,,,,,,Medium,,,,,RLHOODIE-M,0,shopify,deny,manual,35.00,40.00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/6534a5fb587088a0fbbd28bac56e05fe.jpg?v=1527477881,lb,,
reptilinks-hoodie,,,,,,,,Large,,,,,RLHOODIE-L,0,shopify,deny,manual,35.00,40.00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/6534a5fb587088a0fbbd28bac56e05fe.jpg?v=1527477881,lb,,
reptilinks-hoodie,,,,,,,,XL,,,,,RLHOODIE-XL,0,shopify,deny,manual,35.00,40.00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/6534a5fb587088a0fbbd28bac56e05fe.jpg?v=1527477881,lb,,
reptilinks-hoodie,,,,,,,,XXL,,,,,RLHOODIE-XXL,0,shopify,deny,manual,35.00,40.00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/6534a5fb587088a0fbbd28bac56e05fe.jpg?v=1527477881,lb,,
rabbit-fruits-and-veggies-micro-and-mini-links,Rabbit + Fruits and Veggies Micro and Mini Links,"<p><span>Perfect for hatchling and neonates, and juvenile or adults of the smallest species! The micro links are smaller than pinky mice, and the mini links are the size of pinky mice. </span><strong>Per gram weight, these links are over twice the calories as pinkies!</strong></p>
<p>Ingredients: Rabbit (Ohio raised New Zealand white or California white breed, includes entire carcass) organic green beans, collard greens, dandelion greens, endive, blueberries, blackberries, and raspberries, 100% natural collagen casing.</p>",vendor-unknown,,"Omnivore, spo-disabled",TRUE,Link Size,0.5-1 g (50 links),,,,,RLRMICROFV,0,,continue,manual,29.99,0.00,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/ce07b4ae76c8200c43ecc652beb950ed.jpg?v=1527477877,1,Rabbit + Fruits and Veggies Micro and Mini Links - Reptilinks,FALSE,,"Perfect for hatchling and neonates, and juvenile or adults of the smallest species!&nbsp; The micro links are smaller than pinky mice, and the mini links are the size of pinky mice. &nbsp;Per gram weight, these links are over twice the calories as pinkies! &nbsp;",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/ce07b4ae76c8200c43ecc652beb950ed.jpg?v=1527477877,lb,,
rabbit-fruits-and-veggies-micro-and-mini-links,,,,,,,,1-2 g (50 links),,,,,RLRMINIFV,0,,continue,manual,29.99,0.00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/ce07b4ae76c8200c43ecc652beb950ed.jpg?v=1527477877,lb,,
rabbit-fruits-veggies,"Rabbit, Fruits & Veggies","<p>Ingredients: Rabbit (Ohio raised New Zealand white or California white breed, includes entire carcass) organic green beans, collard greens, dandelion greens, endive, blueberries, blackberries, and raspberries, 100% natural collagen casing.</p>",vendor-unknown,,"Omnivore, spo-disabled",TRUE,Link Size,8-12 g (40 links),,,,,RLRFV8,0,,deny,manual,31.99,0.00,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_1325e7bd-02c5-4fe2-9b0b-b35fc525f768.png?v=1527477879,1,"Rabbit, Fruits & Veggies - Reptilinks",FALSE,,"1/2 kg bundle&nbsp;(varying number of links, depending on size selected)",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_1325e7bd-02c5-4fe2-9b0b-b35fc525f768.png?v=1527477879,lb,,
rabbit-fruits-veggies,,,,,,,,16-20 (24 links),,,,,RLRFV16,0,,deny,manual,31.99,0.00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_1325e7bd-02c5-4fe2-9b0b-b35fc525f768.png?v=1527477879,lb,,
rabbit-fruits-veggies,,,,,,,,25 g (20 links),,,,,RLRFV25,0,,deny,manual,31.99,0.00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_1325e7bd-02c5-4fe2-9b0b-b35fc525f768.png?v=1527477879,lb,,
rabbit-fruits-veggies,,,,,,,,50 g short (10 links),,,,,RLRFV50S,0,,deny,manual,31.99,0.00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_1325e7bd-02c5-4fe2-9b0b-b35fc525f768.png?v=1527477879,lb,,
rabbit-fruits-veggies,,,,,,,,50 g long (10 links),,,,,RLRFV50L,0,,deny,manual,31.99,0.00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_1325e7bd-02c5-4fe2-9b0b-b35fc525f768.png?v=1527477879,lb,,
rabbit-fruits-veggies,,,,,,,,75 g (7 links),,,,,RLRFV75,0,,deny,manual,31.99,0.00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_1325e7bd-02c5-4fe2-9b0b-b35fc525f768.png?v=1527477879,lb,,
rabbit-fruits-veggies,,,,,,,,100 g (6 links),,,,,RLRFV100,0,,deny,manual,31.99,0.00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_1325e7bd-02c5-4fe2-9b0b-b35fc525f768.png?v=1527477879,lb,,
rabbit-fruits-veggies,,,,,,,,600 g (uncased),,,,,RLRFVUC,0,,deny,manual,31.99,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,lb,,
rabbit,Rabbit,"<p>Ingredients: Ohio raised New Zealand white or California white breed, includes entire carcass). 100% natural collagen casing.</p>",vendor-unknown,,"Carnivore, spo-disabled",TRUE,Link Size,8-12 g (40 links),,,,,RLR8,0,,deny,manual,30.99,0.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/2342/8803/products/34b97bd8433131d22e52a8a0a7d2fbf8_fbfd0cbd-28fd-4038-ada1-072a450fe9ae.png?v=1527477876,1,Rabbit - Reptilinks,FALSE,,"1/2 kg bundle&nbsp;(varying number of links, depending on size selected)",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/34b97bd8433131d22e52a8a0a7d2fbf8_fbfd0cbd-28fd-4038-ada1-072a450fe9ae.png?v=1527477876,lb,,
rabbit,,,,,,,,16-20 (24 links),,,,,RLR16,0,,deny,manual,30.99,0.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/34b97bd8433131d22e52a8a0a7d2fbf8_fbfd0cbd-28fd-4038-ada1-072a450fe9ae.png?v=1527477876,lb,,
rabbit,,,,,,,,25 g (20 links),,,,,RLR25,0,,deny,manual,30.99,0.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/34b97bd8433131d22e52a8a0a7d2fbf8_fbfd0cbd-28fd-4038-ada1-072a450fe9ae.png?v=1527477876,lb,,
rabbit,,,,,,,,50 g short  (10 links),,,,,RLR50S,0,,deny,manual,30.99,0.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/34b97bd8433131d22e52a8a0a7d2fbf8_fbfd0cbd-28fd-4038-ada1-072a450fe9ae.png?v=1527477876,lb,,
rabbit,,,,,,,,50 g long  (10 links),,,,,RLR50L,0,,deny,manual,30.99,0.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/34b97bd8433131d22e52a8a0a7d2fbf8_fbfd0cbd-28fd-4038-ada1-072a450fe9ae.png?v=1527477876,lb,,
rabbit,,,,,,,,75 g (7 links),,,,,RLR75,0,,deny,manual,30.99,0.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/34b97bd8433131d22e52a8a0a7d2fbf8_fbfd0cbd-28fd-4038-ada1-072a450fe9ae.png?v=1527477876,lb,,
rabbit,,,,,,,,100 g (6 links),,,,,RLR100,0,,deny,manual,30.99,0.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/34b97bd8433131d22e52a8a0a7d2fbf8_fbfd0cbd-28fd-4038-ada1-072a450fe9ae.png?v=1527477876,lb,,
rabbit,,,,,,,,600 g (uncased),,,,,RLRUC,0,,deny,manual,30.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,
quail-rabbit-fruits-veggies,"Quail, Rabbit, Fruits & Veggies","<p>Ingredients: Blend of Bobwhite and Coturnix Quail (includes entire bird including guts and feathers), Ohio raised New Zealand white or California white breed, includes entire carcass except guts), organic green beans, collard greens, dandelion greens, endive, blueberries, blackberries, and raspberries, 100% natural collagen casing.</p>",vendor-unknown,,"Omnivore, spo-disabled",TRUE,Link Size,8-12 g (40 links),,,,,RLQRFV8,0,shopify,deny,manual,33.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/2342/8803/products/2f2432636bd0821584542938cdd7854b_d2c49a1a-5d64-4097-b60f-2c8ed648cd33.png?v=1527477876,1,"Quail, Rabbit, Fruits & Veggies - Reptilinks",FALSE,,"1/2 kg bundle&nbsp;(varying number of links, depending on size selected)",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2f2432636bd0821584542938cdd7854b_d2c49a1a-5d64-4097-b60f-2c8ed648cd33.png?v=1527477876,lb,,
quail-rabbit-fruits-veggies,,,,,,,,16-20 (24 links),,,,,RLQRFV16,0,shopify,deny,manual,33.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2f2432636bd0821584542938cdd7854b_d2c49a1a-5d64-4097-b60f-2c8ed648cd33.png?v=1527477876,lb,,
quail-rabbit-fruits-veggies,,,,,,,,25 g (20 links),,,,,RLQRFV25,0,shopify,deny,manual,33.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2f2432636bd0821584542938cdd7854b_d2c49a1a-5d64-4097-b60f-2c8ed648cd33.png?v=1527477876,lb,,
quail-rabbit-fruits-veggies,,,,,,,,50 g short  (10 links),,,,,RLQRFV50S,0,shopify,deny,manual,33.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2f2432636bd0821584542938cdd7854b_d2c49a1a-5d64-4097-b60f-2c8ed648cd33.png?v=1527477876,lb,,
quail-rabbit-fruits-veggies,,,,,,,,50 g long  (10 links),,,,,RLQRFV50L,0,shopify,deny,manual,33.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2f2432636bd0821584542938cdd7854b_d2c49a1a-5d64-4097-b60f-2c8ed648cd33.png?v=1527477876,lb,,
quail-rabbit-fruits-veggies,,,,,,,,75 g (7 links),,,,,RLQRFV75,0,shopify,deny,manual,33.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2f2432636bd0821584542938cdd7854b_d2c49a1a-5d64-4097-b60f-2c8ed648cd33.png?v=1527477876,lb,,
quail-rabbit-fruits-veggies,,,,,,,,100 g (6 links),,,,,RLQRFV100,0,shopify,deny,manual,33.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2f2432636bd0821584542938cdd7854b_d2c49a1a-5d64-4097-b60f-2c8ed648cd33.png?v=1527477876,lb,,
quail-micro-and-mini-links,Quail Micro and Mini Links,"<p>Perfect for hatchling and neonates, and juvenile or adults of the smallest species! The micro links are smaller than pinky mice, and the mini links are the size of pinky mice. <strong>Per gram weight, these links are over twice the calories as pinkies!</strong></p>
<p>Ingredients: Ground Quail (whole animal), 100% natural alginate casing.</p>",vendor-unknown,,"Carnivore, spo-disabled",TRUE,Link Size,0.5-1 g (50 links),,,,,RLQMICRO,0,,continue,manual,29.99,0.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/2342/8803/products/84c3168e015bb2478d043448427e86e2.jpg?v=1527477875,1,Quail Micro and Mini Links - Reptilinks,FALSE,,"Perfect for hatchling and neonates, and juvenile or adults of the smallest species!&nbsp; The micro links are smaller than pinky mice, and the mini links are the size of pinky mice. &nbsp;Per gram weight, these links are over twice the calories as pinkies! &nbsp;",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/84c3168e015bb2478d043448427e86e2.jpg?v=1527477875,lb,,
quail-micro-and-mini-links,,,,,,,,1-2 g (50 links),,,,,RLQMINI,0,,continue,manual,29.99,0.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/84c3168e015bb2478d043448427e86e2.jpg?v=1527477875,lb,,
quail-chicks-whole-animal-vacuum-sealed,"Quail Chicks (whole animal, vacuum sealed)","<p>Baby Cortnix Quail, locally raised Ohio.  Perfect for hatchling and small reptiles.  </p>",vendor-unknown,,"Carnivore, spo-disabled",TRUE,Size,8-12 g (50 chicks),,,,,RLWAQ8,0,shopify,deny,manual,37.50,0.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/2342/8803/products/12e9b81e4000bfdccb519f0cd29dbba2.jpg?v=1527477874,1,"Quail Chicks (whole animal, vacuum sealed) - Reptilinks",FALSE,,"Day old chicken chicks, locally raised in Ohio. &nbsp;Chicks are frozen and shipped on dry ice.  ",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/12e9b81e4000bfdccb519f0cd29dbba2.jpg?v=1527477874,lb,,
quail-chicks-whole-animal-vacuum-sealed,,,,,,,,30-50g (25 chicks),,,,,RLWAQ30,0,shopify,deny,manual,25.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/12e9b81e4000bfdccb519f0cd29dbba2.jpg?v=1527477874,lb,,
quail-rabbit,Quail & Rabbit,"<p>Ingredients: Blend of Bobwhite and Coturnix Quail (includes entire bird including guts and feathers), Ohio raised New Zealand white or California white breed, includes entire carcass). 100% natural collagen casing.</p>",vendor-unknown,,"Carnivore, spo-disabled",TRUE,Link Size,8-12 g (40 links),,,,,RLQR8,0,shopify,deny,manual,32.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/2342/8803/products/47142c6afe4a73a9961cb8bdab516256_8a61fd38-8efe-4f16-9744-2e949d2048ac.png?v=1527477874,1,Quail & Rabbit - Reptilinks,FALSE,,"1/2 kg bundle (varying number of links, depending on size selected)",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/47142c6afe4a73a9961cb8bdab516256_8a61fd38-8efe-4f16-9744-2e949d2048ac.png?v=1527477874,lb,,
quail-rabbit,,,,,,,,16-20 (24 links),,,,,RLQR16,0,shopify,deny,manual,32.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/47142c6afe4a73a9961cb8bdab516256_8a61fd38-8efe-4f16-9744-2e949d2048ac.png?v=1527477874,lb,,
quail-rabbit,,,,,,,,25 g (20 links),,,,,RLQR25,0,shopify,deny,manual,32.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/47142c6afe4a73a9961cb8bdab516256_8a61fd38-8efe-4f16-9744-2e949d2048ac.png?v=1527477874,lb,,
quail-rabbit,,,,,,,,50 g short  (10 links),,,,,RLQR50S,0,shopify,deny,manual,32.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/47142c6afe4a73a9961cb8bdab516256_8a61fd38-8efe-4f16-9744-2e949d2048ac.png?v=1527477874,lb,,
quail-rabbit,,,,,,,,50 g long  (10 links),,,,,RLQR50L,0,shopify,deny,manual,32.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/47142c6afe4a73a9961cb8bdab516256_8a61fd38-8efe-4f16-9744-2e949d2048ac.png?v=1527477874,lb,,
quail-rabbit,,,,,,,,75 g (7 links),,,,,RLQR75,0,shopify,deny,manual,32.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/47142c6afe4a73a9961cb8bdab516256_8a61fd38-8efe-4f16-9744-2e949d2048ac.png?v=1527477874,lb,,
quail-rabbit,,,,,,,,100 g (6 links),,,,,RLQR100,0,shopify,deny,manual,32.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/47142c6afe4a73a9961cb8bdab516256_8a61fd38-8efe-4f16-9744-2e949d2048ac.png?v=1527477874,lb,,
quail-fruits-veggies,"Quail, Fruits & Veggies","<p>Ingredients: Blend of Bobwhite and Coturnix Quail (includes entire bird including guts and feathers) organic green beans, collard greens, dandelion greens, endive, blueberries, blackberries, and raspberries, 100% natural collagen casing.</p>",vendor-unknown,,"Omnivore, spo-disabled",TRUE,Link Size,8-12 g (40 links),,,,,RLQFV8,0,,deny,manual,35.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2.png?v=1527477875,1,"Quail, Fruits & Veggies - Reptilinks",FALSE,,"1/2 kg bundle&nbsp;(varying number of links, depending on size selected)",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2.png?v=1527477875,lb,,
quail-fruits-veggies,,,,,,,,16-20 (24 links),,,,,RLQFV16,0,,deny,manual,35.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2.png?v=1527477875,lb,,
quail-fruits-veggies,,,,,,,,25 g (20 links),,,,,RLQFV25,0,,deny,manual,35.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2.png?v=1527477875,lb,,
quail-fruits-veggies,,,,,,,,50 g short  (10 links),,,,,RLQFV50S,0,,deny,manual,35.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2.png?v=1527477875,lb,,
quail-fruits-veggies,,,,,,,,50 g long  (10 links),,,,,RLQFV50L,0,,deny,manual,35.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2.png?v=1527477875,lb,,
quail-fruits-veggies,,,,,,,,75 g (7 links),,,,,RLQFV75,0,,deny,manual,35.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2.png?v=1527477875,lb,,
